pharmacy_id,name,address,phone,state,source,latitude,longitude,geocode_source,brand
NPRAd9a34d2a60,Health Town Pharmacy Sdn Bhd (Georgetown Pharmacy),"198-Gf, 199-Gf & 199-1F, Jalan Lagenda 7, Lagenda Height, 08000, Sungai Petani, Kedah",04-4242628,Kedah,NPRA,5.6631067,100.5028944,full,Georgetown
NPRA20a818c0e9,Health Town Pharmacy Sdn Bhd (Georgetown Pharmacy),"198-Gf, 199-Gf & 199-1F, Jalan Lagenda 7, Lagenda Height, 08000, Sungai Petani, Kedah",04-4242628,Kedah,NPRA,5.6631067,100.5028944,full,Georgetown
NPRA0da818282a,City Wellness Pharmacy Sdn Bhd -Island Glades,"1-G Ground Floor, Lorong Delima 5, Island Glades, 11700 Pulau Pinang",04-6564098,Pulau Pinang,NPRA,5.3826077,100.3045294,full,NPRA
NPRAecad23cf71,Guardian Health And Beauty Sdn.Bhd (Ghb),"Lot Lg-88, Queensbay Mall, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang",04-6466508,Pulau Pinang,NPRA,5.333133999999999,100.3069786,full,Guardian
NPRA89bf47f2e8,Lotus Pharmacy & Organic - Butterworth,"16, Ground Floor, Lorong Tanjung Aman 2, Taman Tanjung Aman, 12300 Butterworth, Pulau Pinang",04-3338566 / 019- 4180032,Pulau Pinang,NPRA,5.4280741,100.3866905,full,NPRA
NPRA436f6508d6,Lotus Pharmacy -Bukit Mertajam,"1, Lorong Sepakat 1, Taman Bandar Raya, 14000 Bukit Mertajam, Pulau Pinang",04-5387566,Pulau Pinang,NPRA,5.34981,100.4790379,full,NPRA
NPRAfc9d0f177a,Lovy Pharmacy Sdn Bhd - Jalan New Ferry,"5002, Jalan New Ferry, 12100, Butterworth Pulau Pinang",04-3326821,Pulau Pinang,NPRA,5.3988732,100.3728681,full,NPRA
NPRAafb208d8d8,Wellings Pharmacy Sdn Bhd -Belissa Row,"368-1-12, Belissa Row, Jalan Burma, 10350 Pulau Pinang",04-2282628,Pulau Pinang,NPRA,5.432818399999999,100.3096195,full,Wellings
NPRA04766cceca,Wellings Pharmacy Sdn Bhd -Belissa Row,"368-1-12, Belissa Row, Jalan Burma, 10350 Pulau Pinang",04-2282628,Pulau Pinang,NPRA,5.432818399999999,100.3096195,full,Wellings
NPRA49f443e352,Wellings Pharmacy Sdn Bhd -Belissa Row,"368-1-12, Belissa Row, Jalan Burma, 10350 Pulau Pinang",04-2282628,Pulau Pinang,NPRA,5.432818399999999,100.3096195,full,Wellings
NPRA98439b92b7,Jion Pharmacy -Macalister Road,"165-G-1, Macalister Road, 10400, Georgetown, Pulau Pinang",04-2280871,Pulau Pinang,NPRA,5.4188852,100.318199,full,NPRA
NPRA138769bed0,Indopharma Sdn. Bhd (Medisafe Pharmacy) - Midlands Park Centre,"488B-G-38&39, Midlands Park Centre, Jalan Burma, 10350 Pulau Pinang",04-2282882,Pulau Pinang,NPRA,5.432907,100.306412,full,NPRA
NPRAcb289f88ca,Topcare Pharmacy Sdn Bhd - Taman Duku,"702, Jalan Juru, Taman Duku, 14100, Bukit Mertajam, Pulau Pinang",04-5070893,Pulau Pinang,NPRA,5.316430800000001,100.4449475,full,NPRA
NPRA3e5eb6f38f,I Pharmacy (Lotus Pharmacy & Organic) -Georgetown,"332-F, Jalan Perak, 11600 Georgetown, Pulau Pinang",04-2829677,Pulau Pinang,NPRA,5.398973,100.3147369,full,NPRA
NPRAa583ff18da,Lotus Pharmacy -Jalan Paya Terubong,"1228-U, Jalan Paya Terubong, 11060 Air Itam, Pulau Pinang",04-5387566,Pulau Pinang,NPRA,5.3932097,100.2766197,full,NPRA
NPRA20c8e2e433,Siang Pharmacy Sdn.Bhd - Sungai Bakap,"1378 & 1379, Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200 Sungai Bakap, Pulau Pinang",04-5833000,Pulau Pinang,NPRA,5.232567299999999,100.4915019,full,Siang
NPRAc6a593f980,Siang Pharmacy Sdn.Bhd - Nibong Tebal,"1339, Jalan Atas, 14300 Nibong Tebal, Pulau Pinang",04-5833000,Pulau Pinang,NPRA,5.1688034,100.478139,full,Siang
NPRA5c4278d2f1,Siang Pharmacy Sdn.Bhd - Bukit Mertajam,"3082, Jalan Rozhan, Taman Rozhan, 14000 Bukit Mertajam, Pulau Pinang",04-583300,Pulau Pinang,NPRA,5.3256292,100.4775424,full,Siang
NPRA87c08a4ca9,Blooming Health Pharmacy Sdn Bhd -All Seasons Place,"6G-1-9, All Seasons Place, Lebuhraya Thean Teik, 11500 Georgetown, Pulau Pinang",04-8263313,Pulau Pinang,NPRA,5.3961368,100.2906221,full,NPRA
NPRAd5e48af49e,Georgetown Pharmacy - Menara Asas,"598-Gf-08, Menara Asas, Jalan Tanjung Bungah, 11200 Pulau Pinang",04-8907899,Pulau Pinang,NPRA,5.4649698,100.2841575,full,Georgetown
NPRA8b537dec6c,Farmasi City Care Sdn Bhd (Farmasi Medipro -Taman Usahaniaga),"No.7-G, Lorong Usahaniaga 4, Taman Usahaniaga, 14000 Bukit Mertajam, Pulau Pinang",04-5300588,Pulau Pinang,NPRA,5.3618061,100.4667605,full,NPRA
NPRA478c43ac38,Farmasi Sri Nibong Sdn.Bhd. -Jalan Aziz Ibrahim,"72, Jalan Aziz Ibrahim, 11900 Bayan Lepas, Pulau Pinang",04-6442863,Pulau Pinang,NPRA,5.338864,100.304644,full,NPRA
NPRAaa8b0fb1fe,Eco Pharmacy -Jalan Raja Uda,"6870, Ground Floor, Jalan Raja Uda, 12300 Butterworth, Pulau Pinang",04-3331678,Pulau Pinang,NPRA,5.4244549,100.3823156,full,NPRA
NPRA562d3baff9,Farmasi My Chemist (Jec) Sdn Bhd -Pusat Bandar Seberang Jaya,"30, Jalan Todak 2, Pusat Bandar Seberang Jaya, 13700 Perai, Pulau Pinang",04-3983699,Pulau Pinang,NPRA,5.3970942,100.398872,full,NPRA
NPRA0e5fd377d8,Alpro Alliance (Penang) Sdn Bhd -Summerton,"110-01-01 & 110-02-01, Persiaran Bayan Indah, Summerton, 11900 Bayan Lepas, Pulau Pinang",04-6681193,Pulau Pinang,NPRA,5.338526100000001,100.3086922,full,Alpro
NPRA1865709fa9,Sunshine Pharmacy Sdn Bhd -Taman Lucky,"6480, Jalan Raja Uda, Taman Lucky, 13400 Butterworth, Pulau Pinang",04-3334211,Pulau Pinang,NPRA,5.4357904,100.3859959,full,NPRA
NPRA0389680876,Glad Hope Pharmacy Sdn Bhd -Jalan Utama,"31, Jalan Utama, 10460 Georgetown, Pulau Pinang",04-2265950,Pulau Pinang,NPRA,5.4146508,100.3109723,full,NPRA
NPRAfcebad33f9,Gr2 Pharmacy Sdn Bhd (Green River Pharmacy),"43-1, Lintang Batu Maung,11960 Barat Daya, Pulau Pinang",04-6266101,Pulau Pinang,NPRA,5.2878634,100.2814854,full,NPRA
NPRA71a75af0be,Han'S Pharmacy Sdn Bhd - Jalan Usahawan 2,"16-G, Jalan Usahawan 2, 13200, Kepala Batas, Pulau Pinang",04-5751567,Pulau Pinang,NPRA,5.5150776,100.4307367,full,NPRA
NPRA28900d210d,Biopharma Link Pharmacy Sdn Bhd,"488B-G-15 & G16, Midlands Park Centre,Jalan Burma, 10350 Georgetown, Pulau Pinang",04-2267759,Pulau Pinang,NPRA,5.432907,100.306412,full,NPRA
NPRAd070401294,Husni Pharmacy -Kubang Semang,"No.114, Mukim 20 Penanti, Kubang Semang,14400 Bukit Mertajam, Pulau Pinang",04-5225978,Pulau Pinang,NPRA,5.4046274,100.4633272,full,NPRA
NPRA3cad10a4e4,Rheco Pharmacy Sdn Bhd - Jalan Relau,"No. 11, Jalan Relau, 11900 Bayan Lepas, Pulau Pinang",04-6436987,Pulau Pinang,NPRA,5.3381436,100.2726009,full,NPRA
NPRA941720b709,Vcare Pharmacy -Jalan Ong Yi How,"6926, Jalan Ong Yi How, 13400 Butterworth, Pulau Pinang.",04-3325779,Pulau Pinang,NPRA,5.43546,100.3882859,full,NPRA
NPRA120397fb7a,Good Neighbour Pharmacy - Jalan New Ferry,"5006, Jalan New Ferry,12100 Butterworth, Pulau Pinang",04-3240118,Pulau Pinang,NPRA,5.3992987,100.373355,full,NPRA
NPRAe80a49e0e6,Pure Pharmacy Sdn Bhd - Jalan Jelutong,"298 Ground Floor, Jalan Jelutong,11600 Georgetown, Pulau Pinang",04-2822753,Pulau Pinang,NPRA,5.3963418,100.3182566,full,NPRA
NPRAaeb9effac7,"Bb Pharmaceutical -Taman Sri Tunas, Bayan Lepas","96-Gf, Jalan Mayang Pasir, Taman Sri Tunas,11950 Bayan Lepas, Pulau Pinang",04-6445022,Pulau Pinang,NPRA,5.312190999999999,100.281602,full,NPRA
NPRA8437aef19f,Biocare Pharmacy,"1657-G, Jalan Teluk Air Tawar,Taman Air Tawar Indah, 13050 Butterworth,Pulau Pinang",04-3512998,Pulau Pinang,NPRA,5.492088,100.383873,full,NPRA
NPRAa4aeb5a56b,Meds And Vits Pharmacy - Jalan Paku Lima,"No. 552, Jalan Paku Lima, 13000 Butterworth, Pulau Pinang",04-3331496,Pulau Pinang,NPRA,5.4433073,100.3822603,full,NPRA
NPRA28d77cc49a,Farmasi Bayan Sdn Bhd - Bayan Lepas,"484-B, Jalan Bayan Lepas, 11900 Bayan Lepas,Pulau Pinang",04-6424672,Pulau Pinang,NPRA,5.2950111,100.2602148,full,NPRA
NPRA382460ef8c,Farmasi My-Chemist (Kg. Baru) Sdn Bhd -Taman Tampoi,"2828, Tingkat Bawah, Jalan Kampung Baru,Taman Tampoi, 14000 Bukit Mertajam,Pulau Pinang",04-5305195,Pulau Pinang,NPRA,5.3519925,100.4733952,full,NPRA
NPRAd92844bda4,Vecare Pharmacy (Sg. Dua) Sdn Bhd -Sungai Dua,"No.14, Jalan Murni 1, Taman Desa Murni,13800 Sungai Dua, Pulau Pinang",04-3561318,Pulau Pinang,NPRA,5.4388251,100.4305949,full,NPRA
NPRAb19f432a66,Farmasi My-Chemist Sdn.Bhd -Jalan Bagan Ajam,"No.7102, Jalan Bagan Ajam,13000 Butterworth, Pulau Pinang",04-3311278,Pulau Pinang,NPRA,5.435858,100.380567,full,NPRA
NPRA4c2bbe9343,Farmasi Apollo -Jalan Ong Yi How,"6929, Jalan Ong Yi How, 13400 Butterworth, Pulau Pinang",04-3333077,Pulau Pinang,NPRA,5.4354458,100.3884932,full,NPRA
NPRAea664e8a6d,Nature-Care Pharmacy Sdn Bhd,"19, Lorong Mahsuri 7, 11950 Bayan Lepas,Pulau Pinang",04-6447378,Pulau Pinang,NPRA,5.329998199999999,100.2916691,full,NPRA
NPRAbdc3305e2e,"Chuan Pharmacy - Taman Bagan, Butterworth","44, Jalan Bagan Satu, Taman Bagan,13400 Butterworth, Pulau Pinang",04-3334937,Pulau Pinang,NPRA,5.410296799999999,100.3843755,full,NPRA
NPRA352c0d9a54,Rheco Pharmacy Sdn Bhd - Jalan Paya Terubong,"606E, Jalan Paya Terubong, 11500 Air Itam, Pulau Pinang",04-8284442,Pulau Pinang,NPRA,5.4020377,100.2784854,full,NPRA
NPRAcf7dbc971b,Rheco Pharmacy Sdn Bhd - Jalan Paya Terubong,"606E, Jalan Paya Terubong, 11500 Air Itam, Pulau Pinang",04-8284442,Pulau Pinang,NPRA,5.4020377,100.2784854,full,NPRA
NPRA45a4f2fb87,Pure Pharmacy Sdn Bhd - Jalan Tan Sri Teh Ewe Lim,"139-P, Jalan Tan Sri Teh Ewe Lim,11600 Georgetown, Pulau Pinang",04-6574596,Pulau Pinang,NPRA,5.392381299999999,100.3071183,full,NPRA
NPRA67b49cb731,Farmasi Sri Nibong (Pekaka) Sdn Bhd -Sungai Dua,"14, Jalan Pekaka Satu, Sungai Dua, 11700 Glugor, Pulau Pinang",04-6595826,Pulau Pinang,NPRA,5.349722,100.2956251,full,NPRA
NPRA9877eaa204,Extra Care Pharmacy Sdn Bhd,"139-R, Jalan Tan Sri Teh Ewe Lim,11600 Georgetown, Pulau Pinang",04-6565234,Pulau Pinang,NPRA,5.392381299999999,100.3071183,full,NPRA
NPRA06761eaeb0,Indopharma Sdn Bhd (Medisafe Pharmacy),"177-G-2, Jalan Macalister, 10400 Georgetown,Pulau Pinang",04-2282882,Pulau Pinang,NPRA,5.418953999999999,100.317842,full,NPRA
NPRA54716b34af,Chaileng Park Pharmacy S/B,"35, Medan Kurau 1, Taman Chai Leng, Perai, 13700 Seberang Perai Tengah, Pulau Pinang",04-3841241,Pulau Pinang,NPRA,5.3857719,100.391031,full,NPRA
NPRAbe266a37f6,Bj Pharmacy Sdn Bhd - Bayan Lepas,"12J-G Jalan Rumbia,11900 Bayan Lepas, Pulau Pinang",04-6424895,Pulau Pinang,NPRA,5.3332272,100.2903941,full,NPRA
NPRA9e516da740,City Healthcare Pharmacy (Farlim) Sdn Bhd -Lintang Angsana,"32A, Lintang Angsana, Bandar Baru Farlim,11500 Air Itam, Pulau Pinang",04-8292018,Pulau Pinang,NPRA,5.3886699,100.2824753,full,NPRA
NPRA2b97059021,Gr2 Pharmacy Sdn Bhd (Green River Pharmacy),"No. 4, Ground Floor, China Street,10200 Georgetown, Pulau Pinang",04-2619208,Pulau Pinang,NPRA,5.417604,100.3400603,full,NPRA
NPRA4e8ea5f655,Desmaju Sdn Bhd -Bukit Mertajam,"74, Jalan Perniagaan, Pusat Perniagaan Alma,14000 Bukit Mertajam, Pulau Pinang",04-5522718,Pulau Pinang,NPRA,5.3340749,100.4804559,full,NPRA
NPRAbf939fa349,Farmasi Ubatku Sdn Bhd - Queensbay Mall,"Lg-16, Queensbay Mall,100, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang",04-6466228,Pulau Pinang,NPRA,5.333133999999999,100.3069786,full,NPRA
NPRA7f8751fd41,Pure Pharmacy Sdn Bhd - Jalan Penang,"88, Jalan Penang, 10000 Georgetown,Pulau Pinang",04-2262209,Pulau Pinang,NPRA,5.420408999999999,100.332668,full,NPRA
NPRA70a831f16e,Wellings Pharmacy Sdn Bhd -Marble Arch,"7E3 & 7F1, Marble Arch, Jalan Pasar,Pulau Tikus, 10350 Georgetown,Pulau Pinang",04-2273628,Pulau Pinang,NPRA,5.4301973,100.3122666,full,Wellings
NPRAae7fc431c7,The Pill House Pharmacy Sdn Bhd -Jalan Dato Ismail Hashim,"306-D-1, Jalan Dato Ismail Hashim,11900 Bayan Lepas, Pulau Pinang",,Pulau Pinang,NPRA,5.319286,100.2697054,full,NPRA
NPRA113da306fa,Jion Elite Sdn Bhd -Elit Avenue,"1-1-23 Elit Avenue, Jalan Mayang Pasir 3,11950 Bayan Lepas, Pulau Pinang",04-6383365,Pulau Pinang,NPRA,5.3222874,100.2831026,full,NPRA
NPRA1b5898268b,Healthworld Pharmacy Sdn Bhd -Sg Dua,"No.10, (Ground Floor), Jln Pekaka Satu, 11700 Sg Dua,Pulau Pinang",04-6566775,Pulau Pinang,NPRA,5.3509296,100.2942172,full,NPRA
NPRA954df50706,Guardian Health And Beauty Sdn. Bhd (Ghb) - Plaza Gurney,"170-B1-39 Plaza Gurney, Persiaran Gurney, 10250 Georgetown, Pulau Pinang",04-2265016,Pulau Pinang,NPRA,5.4380431,100.3100232,full,Guardian
NPRA3837261662,Wellings Pill House (Tg) Pharmacy -Tesco Tg.Pinang S/B [Georgetown Pharmacy],"F-16, First Floor, Tesco Tg.Pinang, Jalan Tg. Tokong, 10470 Pulau Pinang",04-8993668,Pulau Pinang,NPRA,5.4594,100.30772,full,Georgetown
NPRA5041f9f309,Stay Fit Pharmacy Sdn Bhd - Perak Road,"326-R Perak Road, 11600 Georgetown, Pulau Pinang",04-2833068,Pulau Pinang,NPRA,5.400008499999999,100.3147218,full,NPRA
NPRA6fe6816c01,Farmasi City Care Sdn Bhd(Farmasi Medipro) - Taman Lembah Permai,"No. 60, Jalan Lembah Permai 4,Taman Lembah Permai, 14000 Bukit Mertajam, Pulau Pinang",04-5300588,Pulau Pinang,NPRA,5.3492167,100.4569718,full,NPRA
NPRAc2df26408d,Mega Kulim Pharmacy Sdn Bhd,"3332, Jalan Perniagaan, Pusat Perniagaan Alma, 14000 Bukit Mertajam, Pulau Pinang",,Pulau Pinang,NPRA,5.3339212,100.4814433,full,Mega Kulim
NPRA4a4f6e55b6,Farmasi Simpang Ampat - Kawasan Perniagaan Simpang Ampat,"48, Jalan Keruing, Kawasan Perniagaan Simpang Ampat, Simpang Ampat, 14100 Pulau Pinang",04-5885205,Pulau Pinang,NPRA,5.2800766,100.4771768,full,NPRA
NPRAe5ec4916e6,Siang Pharmacy Sdn Bhd (Siang Pharmacy),"41 & 43, Jalan Tembikai, Taman Mutiara, 14000 Bukit Mertajam, Pulau Pinang",04-5833000,Pulau Pinang,NPRA,5.363386999999999,100.444938,full,Siang
NPRA9e985356c5,Farmasi Sri Nibong Sdn Bhd (Georgetown Pharmacy),"52, Jalan Mahsuri, Bayan Baru,11950 Barat Daya, Pulau Pinang",04-6432703,Pulau Pinang,NPRA,5.3271354,100.2873693,full,Georgetown
NPRAabe4285e96,Panacea Pharmacy,"2-D, Lorong Selamat, 10400 Georgetown, Pulau Pinang",04-2278168,Pulau Pinang,NPRA,5.419459,100.3263829,full,NPRA
NPRA2e6998db87,Farmasi My-Chemist (Bm) Sdn Bhd -Taman Bukit Minyak,"No. 8, Tingkat Bukit Minyak 9,Taman Bukit Minyak, 14000 Bukit Mertajam, Pulau Pinang",04-5081429,Pulau Pinang,NPRA,5.328803,100.446775,full,NPRA
NPRA650b6fd349,Mega Kulim Pharmacy Sdn. Bhd,"16, Lebuh Kurau 3, Taman Chai Leng 13700 Perai, Pulau Pinang",,Pulau Pinang,NPRA,5.3855334,100.3924979,full,Mega Kulim
NPRAdc2639cc2b,Farmasi Mercury,"9 Jalan Todak 6, Pusat Komersial Sunway Perdana, 13700, Perai, Pulau Pinang",04-6881578,Pulau Pinang,NPRA,5.398267499999999,100.4001249,full,NPRA
NPRAa812c10119,Green Trees Pharmacy Sdn Bhd(Georgetown Pharmacy),"104,Jalan Besar,11000, Balik Pulau,Pulau Pinang",04-8863682/016- 4194628,Pulau Pinang,NPRA,5.333227,100.217155,full,Georgetown
NPRA35f3e73135,Siang Pharmacy Sdn Bhd(Siang Pharmacy),"2&2A, Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200, Kepala Batas,Pulau Pinang.",04-5789000,Pulau Pinang,NPRA,5.515824900000001,100.4318545,full,Siang
NPRA854cfcc14c,Caring Pharmacy Sdn Bhd - Ipoh Parade,"Lot G38, Ground Floor, Ipoh Parade, No 105, Jalan Sultan Abdul Jalil, Greentown, 30450 Ipoh, Perak",05-2558928,Perak,NPRA,4.5975136,101.0911675,full,Caring
NPRA6152154aab,Farmasi Lee Ms -Teluk Intan,"12, Taman Ros, Jalan Sultan Abdullah, 36000 Teluk Intan, Perak",05-6212577,Perak,NPRA,4.0048426,101.0166389,full,NPRA
NPRA5fad9f5186,Farmasi Lee Ms -Teluk Intan,"12, Taman Ros, Jalan Sultan Abdullah, 36000 Teluk Intan, Perak",05-6212577,Perak,NPRA,4.0048426,101.0166389,full,NPRA
NPRAd0140701dd,Icare Pharmacy -Taiping,"No.18, Lorong Tupai, 34000 Taiping, Perak",05-8071298,Perak,NPRA,4.8480218,100.7434898,full,NPRA
NPRAd237e56d96,Icare Pharmacy -Kamunting,"356 & 358 Jalan Kamunting, 34600 Kamunting Perak",05-8079298,Perak,NPRA,4.8788956,100.7290386,full,NPRA
NPRA88b6183ad4,Farmasi Isihat Sdn Bhd,"144 Jalan Ppmp 9, Pusat Perniagaan Manjung Point 1, Seri Manjung 32040 Manjung, Perak",05-6890991,Perak,NPRA,4.2102225,100.6695949,full,NPRA
NPRA34d2ab8d90,HTM Pharmacy Sdn Bhd - Taman Pertama,"No 9-11 Lorong Taman 12, Taman Pertama 30100 Ipoh Perak",05-5281011,Perak,NPRA,4.5989244,101.0581284,full,NPRA
NPRA154bff0d53,HTM Pharmacy Sdn Bhd - Taman Pertama,"No 9-11 Lorong Taman 12, Taman Pertama 30100 Ipoh Perak",05-5281011,Perak,NPRA,4.5989244,101.0581284,full,NPRA
NPRA878a28f9f6,Newtown Pharmacy Sdn Bhd -Jalan Theatre,26-5 Jalan Theatre 30300 Ipoh Perak,05-2412714,Perak,NPRA,4.5947306,101.0838699,full,NPRA
NPRA69b546c86c,Newtown Pharmacy Sdn Bhd -Jalan Theatre,26-5 Jalan Theatre 30300 Ipoh Perak,05-2412714,Perak,NPRA,4.5947306,101.0838699,full,NPRA
NPRAe5ba942c83,Farmasi Ipoh Garden South Sdn Bhd -Taman Ipoh Selatan,"14, Tingkat Taman Ipoh 12, Taman Ipoh Selatan, 31400 Ipoh, Perak",05-5482011,Perak,NPRA,4.607844399999999,101.1196011,full,NPRA
NPRAcdcafe5eae,"Unichem Pharmacy -Jalan Market, Ipoh","38 ,40 & 42, Jalan Market, 30000, Ipoh, Perak",05-2417889,Perak,NPRA,4.595684,101.0782933,full,NPRA
